,addressee,dialogue_act,dialogue_num,doc,emitter,global_id,games,original_turn_number,span_end,subdoc,superdoc_num,surface_act,text,turn_id,type,parent_schema_id,schema_composition,incoming_relation_id,relation_type
873,Cat,Offer,56,pilot02,Cat,pilot02_05_stac_1338517685,2,158,486,5,49,Assertion,I mean I have those to offer,670,Segment,pilot02_05_nasher_1384094710455,EDU,0,0
874,Thomas,Offer,56,pilot02,Cat,pilot02_05_stac_1338527685,2,159,511,5,49,Assertion,I need sheep,671,Segment,pilot02_05_nasher_1384094731391,EDU,0,0
875,Thomas,Offer,56,pilot02,Cat,pilot02_05_stac_1338537685,2,160,532,5,49,Assertion,or clary,672,Segment,pilot02_05_nasher_1384094731391,EDU,pilot02_05_sleva_1360249467662,Alternation
876,Cat,Refusal,56,pilot02,Thomas,pilot02_05_stac_1338547685,2,161,551,5,49,Assertion,no ,673,Segment,0,0,pilot02_05_nasher_1384094817387,Question_answer_pair
877,Cat,Other,56,pilot02,Thomas,pilot02_05_stac_1338547686,2,161,558,5,49,Assertion,thanks,673,Segment,0,0,pilot02_05_sleva_1360249617917,Comment
878,Thomas,Offer,56,pilot02,Cat,pilot02_05_stac_1338557685,2,162,575,5,49,Assertion,clay,674,Segment,pilot02_05_nasher_1384094710455,EDU,pilot02_05_sleva_1360249603306,Correction
879,All,Offer,56,pilot02,Cat,pilot02_05_stac_1338567685,2,163,624,5,49,Question,then anyone wants a wood for an ore?,675,Segment,0,0,pilot02_05_sleva_1360250062152,Result
880,All,Offer,56,pilot02,Cat,pilot02_05_stac_1338567685,2,163,624,5,49,Question,then anyone wants a wood for an ore?,675,Segment,0,0,pilot02_05_nasher_1384097018818,Narration
881,Cat,Refusal,56,pilot02,william,pilot02_05_stac_1338577685,2,164,643,5,49,Assertion,no,676,Segment,0,0,pilot02_05_sleva_1360250070584,Question_answer_pair
882,william,Other,56,pilot02,Cat,pilot02_05_stac_1338587685,2,165,660,5,49,Assertion,okay,677,Segment,0,0,pilot02_05_sleva_1360250078914,Acknowledgement
883,All,Offer,57,pilot02,william,pilot02_05_stac_1338637685,2,170,707,5,50,Question,can i get a sheep or a wheat? ,678,Segment,pilot02_05_sleva_1360250112386,EDU,0,0
884,All,Other,57,pilot02,william,pilot02_05_stac_1338637686,2,170,728,5,50,Assertion,i have too much wood,678,Segment,pilot02_05_sleva_1360250112386,EDU,pilot02_05_sleva_1360250097624,Elaboration
885,william,Refusal,57,pilot02,Thomas,pilot02_05_stac_1338647685,2,171,745,5,50,Assertion,n,679,Segment,0,0,pilot02_05_sleva_1360250128141,Question_answer_pair
886,william,Offer,57,pilot02,Cat,pilot02_05_stac_1338657685,2,172,780,5,50,Assertion,I can give you a wheat,680,Segment,0,0,pilot02_05_sleva_1360250139191,Question_answer_pair
887,Cat,Other,57,pilot02,william,pilot02_05_stac_1338667685,2,173,801,5,50,Assertion,good,681,Segment,0,0,pilot02_05_sleva_1360250145766,Acknowledgement
888,william,Other,57,pilot02,Cat,pilot02_05_stac_1338697685,2,176,817,5,50,Assertion,thx,682,Segment,0,0,pilot02_05_sleva_1360250151266,Acknowledgement
889,All,Offer,58,pilot02,Cat,pilot02_06_stac_1338387688,2,180,49,6,51,Question,anyone would like to give me an ore?,683,Segment,0,0,0,0
890,Cat,Refusal,58,pilot02,william,pilot02_06_stac_1338397688,2,181,70,6,51,Assertion,cant,684,Segment,0,0,pilot02_06_sleva_1360252221940,Question_answer_pair
891,Cat,Other,58,pilot02,Thomas,pilot02_06_stac_1338407688,2,182,95,6,51,Question,what for?,685,Segment,0,0,pilot02_06_sleva_1360252234490,Q_Elab
892,Thomas,Offer,58,pilot02,Cat,pilot02_06_stac_1338417688,2,183,113,6,51,Question,wood?,686,Segment,0,0,pilot02_06_sleva_1360252245049,Q_Elab
893,Cat,Refusal,58,pilot02,Thomas,pilot02_06_stac_1338427688,2,184,132,6,51,Assertion,no ,687,Segment,0,0,pilot02_06_sleva_1360252250015,Question_answer_pair
894,Cat,Refusal,58,pilot02,Thomas,pilot02_06_stac_1338427688,2,184,132,6,51,Assertion,no ,687,Segment,0,0,pilot02_06_nasher_1384097493031,Question_answer_pair
895,Cat,Other,58,pilot02,Thomas,pilot02_06_stac_1338427689,2,184,139,6,51,Assertion,thanks,687,Segment,0,0,pilot02_06_sleva_1360252255945,Comment
896,?,Other,58,pilot02,william,pilot02_06_stac_1338457688,2,187,161,6,51,Question,well?,688,Segment,0,0,pilot02_06_nasher_1384097543561,Clarification_question
897,All,Offer,58,pilot02,Cat,pilot02_06_stac_1338517688,2,193,198,6,51,Question,anyone can give me ore? ,689,Segment,pilot02_06_sleva_1360252274609,EDU,0,0
898,All,Offer,58,pilot02,Cat,pilot02_06_stac_1338517689,2,193,209,6,51,Assertion,(for wood),689,Segment,pilot02_06_sleva_1360252274609,EDU,pilot02_06_sleva_1360252269289,Elaboration
899,Cat,Refusal,58,pilot02,Thomas,pilot02_06_stac_1338527688,2,194,227,6,51,Assertion,no,690,Segment,0,0,pilot02_06_sleva_1360252284924,Question_answer_pair
900,All,Other,59,pilot02,Cat,pilot02_06_stac_1338597688,2,201,269,6,52,Question,where do i see what i rolled?,691,Segment,0,0,0,0
901,Cat,Other,59,pilot02,william,pilot02_06_stac_1338607688,2,202,298,6,52,Assertion,on the arrow,692,Segment,0,0,pilot02_06_sleva_1360252291950,Question_answer_pair
902,william,Other,59,pilot02,Cat,pilot02_06_stac_1338617688,2,203,315,6,52,Assertion,"ok, ",693,Segment,0,0,pilot02_06_sleva_1360252307358,Comment
903,All,Other,59,pilot02,Cat,pilot02_06_stac_1338617689,2,203,336,6,52,Assertion,so if it had been 7 ,693,Segment,pilot02_06_nasher_1398873250621,EDU,0,0
904,All,Other,59,pilot02,Cat,pilot02_06_stac_1338617690,2,203,360,6,52,Question,i could move the robber,693,Segment,pilot02_06_nasher_1398873250621,EDU,pilot02_06_sleva_1360252298539,Conditional
905,All,Other,59,pilot02,Cat,pilot02_06_stac_1338627688,2,204,424,6,52,Question,and can i do other things depending on the numbers?,694,Segment,pilot02_06_sleva_1360252461222,EDU,pilot02_06_sleva_1360252329180,Continuation
906,Cat,Other,59,pilot02,william,pilot02_06_stac_1338637688,2,205,444,6,52,Assertion,yup,695,Segment,0,0,pilot02_06_sleva_1360252476804,Question_answer_pair
907,william,Other,59,pilot02,Cat,pilot02_06_stac_1338647688,2,206,464,6,52,Assertion,"ooops, ",696,Segment,0,0,pilot02_06_sleva_1360252349708,Acknowledgement
908,william,Other,59,pilot02,Cat,pilot02_06_stac_1338647689,2,206,478,6,52,Assertion,I didn't know,696,Segment,0,0,pilot02_06_sleva_1360252356045,Elaboration
909,All,Other,59,pilot02,Cat,pilot02_06_stac_1338657688,2,207,498,6,52,Assertion,"sorry, ",697,Segment,pilot02_06_nasher_1384098236110,EDU,0,0
910,All,Other,59,pilot02,Cat,pilot02_06_stac_1338657689,2,207,512,6,52,Question,which things?,697,Segment,pilot02_06_nasher_1384098236110,EDU,pilot02_06_nasher_1384098182358,Continuation
911,Cat,Other,59,pilot02,william,pilot02_06_stac_1338667688,2,208,575,6,52,Assertion,no every other number just produces ressources,698,Segment,pilot02_06_nasher_1384098281681,EDU,0,0
912,Cat,Other,59,pilot02,Thomas,pilot02_06_stac_1338677688,2,209,619,6,52,Assertion,robber is the only exception,699,Segment,pilot02_06_nasher_1384098281681,EDU,pilot02_06_sleva_1360252490739,Continuation
913,All,Other,59,pilot02,Cat,pilot02_06_stac_1338687688,2,210,636,6,52,Assertion,"ok, ",700,Segment,0,0,pilot02_06_sleva_1360252508258,Acknowledgement
914,All,Other,59,pilot02,Cat,pilot02_06_stac_1338687689,2,210,676,6,52,Question,so i don't need to play special actions,700,Segment,0,0,pilot02_06_sleva_1360252514935,Result
915,All,Offer,59,pilot02,Cat,pilot02_06_stac_1338697688,2,211,736,6,52,Question,anyone would like to receive a wood for an ore?,701,Segment,0,0,pilot02_06_sleva_1360252544992,Continuation
916,Cat,Other,59,pilot02,william,pilot02_06_nasher_1398873420898,2,212,756,6,52,Assertion,"no,",702,Segment,0,0,pilot02_06_sleva_1360252552578,Acknowledgement
917,Cat,Other,59,pilot02,william,pilot02_06_nasher_1398873428780,2,212,802,6,52,Assertion,dev.  cards are the only other special action,702,Segment,0,0,pilot02_06_sleva_1360252574186,Elaboration
918,Please choose...,Refusal,59,pilot02,william,pilot02_06_stac_1338717688,2,213,821,6,52,Assertion,no,703,Segment,0,0,pilot02_06_sleva_1360252594829,Question_answer_pair
919,Cat,Accept,59,pilot02,Thomas,pilot02_06_stac_1338727688,2,214,847,6,52,Assertion,yes please,704,Segment,0,0,pilot02_06_sleva_1360252599759,Question_answer_pair
920,All,Offer,59,pilot02,william,pilot02_06_stac_1338737688,2,215,897,6,52,Assertion,i will take anyone's sheep though,705,Segment,0,0,pilot02_06_sleva_1360252615136,Contrast
921,william,Refusal,59,pilot02,Cat,pilot02_06_stac_1338777688,2,219,928,6,52,Assertion,don't have a sheep,706,Segment,0,0,pilot02_06_sleva_1360252623034,Contrast
922,william,Refusal,59,pilot02,Thomas,pilot02_06_stac_1338787688,2,220,960,6,52,Assertion,none here either,707,Segment,0,0,pilot02_06_sleva_1360252629804,Contrast
923,william,Refusal,59,pilot02,Thomas,pilot02_06_stac_1338787688,2,220,960,6,52,Assertion,none here either,707,Segment,0,0,pilot02_06_nasher_1384098559367,Parallel
924,All,Offer,59,pilot02,Cat,pilot02_06_stac_1338797688,2,221,991,6,52,Question,anyone wants wood?,708,Segment,0,0,pilot02_06_sleva_1360252638787,Continuation
925,Cat,Refusal,59,pilot02,Thomas,pilot02_06_stac_1338807688,2,222,1008,6,52,Assertion,n,709,Segment,0,0,pilot02_06_sleva_1360252645364,Question_answer_pair
926,Cat,Offer,59,pilot02,william,pilot02_06_stac_1338817688,2,223,1032,6,52,Question,2 wood?,710,Segment,0,0,pilot02_06_sleva_1360252654975,Q_Elab
927,Cat,Offer,59,pilot02,Cat,pilot02_06_stac_1338827688,2,224,1062,6,52,Assertion,one wood for clay,711,Segment,pilot02_06_nasher_1384098716151,EDU,0,0
928,Cat,Refusal,59,pilot02,william,pilot02_06_stac_1338837688,2,225,1092,6,52,Assertion,"hmm, no sorry",712,Segment,0,0,pilot02_06_sleva_1360252693920,Question_answer_pair
929,Cat,Refusal,59,pilot02,william,pilot02_06_stac_1338837688,2,225,1092,6,52,Assertion,"hmm, no sorry",712,Segment,0,0,pilot02_06_nasher_1398873582912,Question_answer_pair
930,william,Counteroffer,59,pilot02,Cat,pilot02_06_stac_1338847688,2,226,1111,6,52,Assertion,or ore,713,Segment,pilot02_06_nasher_1384098716151,EDU,pilot02_06_sleva_1360252730981,Alternation
931,Cat,Offer,59,pilot02,william,pilot02_06_stac_1338857688,2,227,1155,6,52,Assertion,"i will only take two wood, ",714,Segment,pilot02_06_sleva_1360252765376,EDU,0,0
932,Cat,Offer,59,pilot02,william,pilot02_06_stac_1338857689,2,227,1170,6,52,Assertion,and give 1 ore,714,Segment,pilot02_06_sleva_1360252765376,EDU,pilot02_06_sleva_1360252760597,Continuation
933,william,Refusal,59,pilot02,Cat,pilot02_06_stac_1338867688,2,228,1186,6,52,Assertion,no ,715,Segment,0,0,pilot02_06_sleva_1360252798516,Question_answer_pair
934,william,Other,59,pilot02,Cat,pilot02_06_stac_1338867689,2,228,1192,6,52,Assertion,sorry,715,Segment,0,0,pilot02_06_sleva_1360252803839,Comment
935,All,Offer,60,pilot02,Cat,pilot02_07_stac_1338457690,2,238,32,7,53,Request,i can exchange wood,716,Segment,pilot02_07_asoubeille_1359107937890,EDU,0,0
936,All,Offer,60,pilot02,Cat,pilot02_07_stac_1338467690,2,239,60,7,53,Request,one wood though,717,Segment,pilot02_07_asoubeille_1359107937890,EDU,pilot02_07_asoubeille_1359107903671,Elaboration
937,Cat,Refusal,60,pilot02,william,pilot02_07_stac_1338477690,2,240,83,7,53,Assertion,no thx,718,Segment,0,0,pilot02_07_asoubeille_1359107946109,Question_answer_pair
938,william,Other,60,pilot02,Cat,pilot02_07_stac_1338487690,2,241,98,7,53,Assertion,ok,719,Segment,0,0,pilot02_07_asoubeille_1359107962031,Acknowledgement
939,All,Offer,61,pilot02,Cat,pilot02_07_stac_1338557690,2,248,137,7,54,Request,anyone would give me clay?,720,Segment,0,0,0,0
940,Cat,Refusal,61,pilot02,Thomas,pilot02_07_stac_1338567690,2,249,162,7,54,Assertion,none here,721,Segment,0,0,pilot02_07_asoubeille_1359108476312,Question_answer_pair
941,Cat,Refusal,61,pilot02,william,pilot02_07_stac_1338577690,2,250,181,7,54,Assertion,no,722,Segment,0,0,pilot02_07_asoubeille_1359108485375,Question_answer_pair
942,All,Offer,61,pilot02,Cat,pilot02_07_stac_1338587690,2,251,221,7,54,Request,I have one wood to exchange,723,Segment,0,0,pilot02_07_asoubeille_1359108002312,Elaboration
943,All,Offer,61,pilot02,Cat,pilot02_07_stac_1338597690,2,252,245,7,54,Question,any takers?,724,Segment,0,0,pilot02_07_asoubeille_1359108507828,Q_Elab
944,Cat,Refusal,61,pilot02,william,pilot02_07_stac_1338607690,2,253,264,7,54,Assertion,no,725,Segment,0,0,pilot02_07_asoubeille_1359108214875,Question_answer_pair
945,All,Offer,61,pilot02,Cat,pilot02_07_stac_1338617690,2,254,302,7,54,Request,"for sheep, wheat or clary",726,Segment,0,0,pilot02_07_asoubeille_1359108237515,Elaboration
946,All,Offer,61,pilot02,Thomas,pilot02_07_stac_1463480859,2,257,348,7,54,Question,can I buy a sheep for two ore?,727,Segment,0,0,pilot02_07_nasher_1463562823160,Q_Elab
947,Cat,Refusal,61,pilot02,william,pilot02_07_stac_1338387693,2,258,374,7,54,Assertion,have none,728,Segment,0,0,pilot02_07_nasher_1398873991614,Question_answer_pair
948,?,Other,61,pilot02,Thomas,pilot02_07_stac_1338397693,2,259,392,7,54,Assertion,kk,729,Segment,0,0,pilot02_07_asoubeille_1359108663468,Acknowledgement
949,?,Other,61,pilot02,Cat,pilot02_07_stac_1338407693,2,260,413,7,54,Assertion,no sheep,730,Segment,0,0,pilot02_07_asoubeille_1359108719546,Question_answer_pair
950,All,Offer,62,pilot02,william,pilot02_08_stac_1338437693,2,263,47,8,55,Request,does anyone need ore or wheat?,731,Segment,0,0,0,0
951,william,Refusal,62,pilot02,Thomas,pilot02_08_stac_1338447693,2,264,66,8,55,Assertion,no ,732,Segment,0,0,pilot02_08_asoubeille_1359108936531,Question_answer_pair
952,william,Other,62,pilot02,Thomas,pilot02_08_stac_1338447694,2,264,73,8,55,Assertion,thanks,732,Segment,0,0,pilot02_08_asoubeille_1359108926140,Comment
953,william,Other,62,pilot02,Cat,pilot02_08_stac_1338457693,2,265,91,8,55,Assertion,wheat,733,Segment,0,0,pilot02_08_asoubeille_1359108955343,Question_answer_pair
954,Cat,Offer,62,pilot02,william,pilot02_08_stac_1338467693,2,266,138,8,55,Question,can you give me sheep or wood?,734,Segment,0,0,pilot02_08_asoubeille_1359108967218,Q_Elab
955,william,Counteroffer,62,pilot02,Cat,pilot02_08_stac_1338477693,2,267,174,8,55,Assertion,I can give you one wood,735,Segment,0,0,pilot02_08_asoubeille_1359108982656,Question_answer_pair
956,Cat,Accept,62,pilot02,william,pilot02_08_stac_1338487693,2,268,192,8,55,Assertion,k,736,Segment,0,0,pilot02_08_asoubeille_1359108992968,Acknowledgement
957,All,Offer,63,pilot02,Cat,pilot02_08_stac_1338557693,2,275,220,8,56,Question,anyone for ore?,737,Segment,0,0,0,0
958,All,Offer,63,pilot02,Cat,pilot02_08_stac_1338567693,2,276,246,8,56,Request,I'd like clay,738,Segment,pilot02_08_nasher_1384108078175,EDU,0,0
959,Cat,Refusal,63,pilot02,Thomas,pilot02_08_stac_1338577693,2,277,267,8,56,Assertion,sorry,739,Segment,0,0,pilot02_08_asoubeille_1359109029015,Question_answer_pair
960,Cat,Refusal,63,pilot02,william,pilot02_08_stac_1338587693,2,278,287,8,56,Assertion,sry,740,Segment,0,0,pilot02_08_asoubeille_1359109047015,Question_answer_pair
961,All,Offer,63,pilot02,Cat,pilot02_08_stac_1338597693,2,279,308,8,56,Request,or sheep,741,Segment,pilot02_08_nasher_1384108078175,EDU,pilot02_08_asoubeille_1359109067125,Alternation
962,Cat,Refusal,63,pilot02,william,pilot02_08_stac_1338607693,2,280,329,8,56,Assertion,nope,742,Segment,0,0,pilot02_08_asoubeille_1359109098859,Question_answer_pair
963,Cat,Refusal,63,pilot02,Thomas,pilot02_08_stac_1338617693,2,281,350,8,56,Assertion,can't,743,Segment,0,0,pilot02_08_asoubeille_1359109112078,Question_answer_pair
964,Cat,Other,63,pilot02,Thomas,pilot02_08_stac_1463480866,2,284,384,8,56,Assertion,have plenty of ore,744,Segment,0,0,pilot02_08_nasher_1463563031827,Elaboration
965,All,Offer,63,pilot02,Thomas,pilot02_08_stac_1338387696,2,285,412,8,56,Request,for anything,745,Segment,0,0,pilot02_08_nasher_1398874643853,Elaboration
966,Thomas,Counteroffer,63,pilot02,william,pilot02_08_stac_1338397696,2,286,435,8,56,Question,wheat?,746,Segment,0,0,pilot02_08_asoubeille_1359109428203,Clarification_question
967,william,Counteroffer,63,pilot02,Thomas,pilot02_08_stac_1338407696,2,287,469,8,56,Request,3 ore for a wheat?,747,Segment,0,0,pilot02_08_asoubeille_1359109446031,Q_Elab
968,Thomas,Accept,63,pilot02,Cat,pilot02_08_stac_1338417696,2,288,484,8,56,Assertion,ok,748,Segment,0,0,pilot02_08_asoubeille_1359109456843,Question_answer_pair
969,"Thomas, Cat",Other,63,pilot02,william,pilot02_08_stac_1338427696,2,289,503,8,56,Assertion,^^,749,Segment,0,0,pilot02_08_asoubeille_1359109471343,Comment
970,"william, Thomas",Other,63,pilot02,Cat,pilot02_08_stac_1338447696,2,291,523,8,56,Assertion,"sorry, ",750,Segment,0,0,pilot02_08_asoubeille_1359109481578,Comment
971,"william, Thomas",Other,63,pilot02,Cat,pilot02_08_stac_1338447697,2,291,537,8,56,Assertion,misunderstood,750,Segment,0,0,pilot02_08_asoubeille_1359109496484,Explanation
972,Cat,Other,63,pilot02,Thomas,pilot02_08_stac_1338457696,2,292,555,8,56,Assertion,ok,751,Segment,0,0,pilot02_08_asoubeille_1359109661093,Acknowledgement
973,Thomas,Accept,63,pilot02,william,pilot02_08_stac_1338467696,2,293,584,8,56,Assertion,i will do it,752,Segment,0,0,pilot02_08_asoubeille_1359109597937,Question_answer_pair
974,william,Other,63,pilot02,Thomas,pilot02_08_stac_1338497696,2,296,605,8,56,Assertion,thaks,753,Segment,0,0,pilot02_08_asoubeille_1359109675359,Acknowledgement
975,?,Other,63,pilot02,william,pilot02_08_stac_1338517696,2,298,631,8,56,Assertion,*ADDTIME*,754,Segment,0,0,pilot02_08_asoubeille_1359109800828,Continuation
976,?,Other,64,pilot02,Thomas,pilot02_09_stac_1338547696,2,301,17,9,56,Assertion,k,755,Segment,0,0,0,0
977,All,Offer,65,pilot02,Cat,pilot02_09_stac_1338587696,2,305,41,9,57,Request,i need clay,756,Segment,pilot02_09_asoubeille_1359109847000,EDU,0,0
978,All,Offer,65,pilot02,Cat,pilot02_09_stac_1338597696,2,306,70,9,57,Assertion,I can give wheat,757,Segment,pilot02_09_asoubeille_1359109847000,EDU,pilot02_09_asoubeille_1359109836046,Continuation
979,Cat,Refusal,65,pilot02,william,pilot02_09_stac_1338607696,2,307,89,9,57,Assertion,na,758,Segment,0,0,pilot02_09_asoubeille_1359109854484,Question_answer_pair
980,Cat,Refusal,65,pilot02,Thomas,pilot02_09_stac_1338617696,2,308,115,9,57,Assertion,sorry nope,759,Segment,0,0,pilot02_09_asoubeille_1359109867734,Question_answer_pair
981,All,Offer,65,pilot02,Cat,pilot02_09_stac_1338627696,2,309,156,9,57,Request,can someone give me a sheep?,760,Segment,0,0,pilot02_09_asoubeille_1359109896156,Continuation
982,Cat,Refusal,65,pilot02,william,pilot02_09_stac_1338637696,2,310,177,9,57,Assertion,nope,761,Segment,0,0,pilot02_09_asoubeille_1359109912765,Question_answer_pair
983,Cat,Refusal,65,pilot02,Thomas,pilot02_09_stac_1338647696,2,311,194,9,57,Assertion,n,762,Segment,0,0,pilot02_09_asoubeille_1359109922500,Question_answer_pair
984,Cat,Other,65,pilot02,william,pilot02_09_stac_1338667696,2,313,247,9,57,Assertion,there is just no market for sheep...,763,Segment,0,0,pilot02_09_asoubeille_1359109938984,Explanation
985,Cat,Other,65,pilot02,william,pilot02_09_stac_1338667696,2,313,247,9,57,Assertion,there is just no market for sheep...,763,Segment,0,0,pilot02_09_asoubeille_1359109953156,Explanation
986,All,Offer,66,pilot02,Thomas,pilot02_10_stac_1338387699,2,316,34,10,58,Request,2 ore for a wheat?,764,Segment,0,0,0,0
987,Thomas,Other,66,pilot02,william,pilot02_10_stac_1338397699,2,317,73,10,58,Question,are you givinig 2 ore?,765,Segment,0,0,pilot02_10_asoubeille_1359110570453,Clarification_question
988,Thomas,Accept,66,pilot02,william,pilot02_10_stac_1338407699,2,318,98,10,58,Assertion,then yes,766,Segment,0,0,pilot02_10_asoubeille_1359110580375,Conditional
989,william,Other,66,pilot02,Thomas,pilot02_10_stac_1338417699,2,319,117,10,58,Assertion,yes,767,Segment,0,0,pilot02_10_asoubeille_1359110592781,Question_answer_pair
990,Thomas,Accept,66,pilot02,william,pilot02_10_stac_1338427699,2,320,135,10,58,Assertion,k,768,Segment,0,0,pilot02_10_asoubeille_1359110616843,Acknowledgement
991,All,Offer,66,pilot02,Thomas,pilot02_10_stac_1338457699,2,323,176,10,58,Question,can I buy wood for 1 ore?,769,Segment,0,0,pilot02_10_asoubeille_1359110649625,Continuation
992,Thomas,Refusal,66,pilot02,william,pilot02_10_stac_1338467699,2,324,201,10,58,Assertion,hav none,770,Segment,0,0,pilot02_10_asoubeille_1359110658437,Question_answer_pair
993,Thomas,Refusal,66,pilot02,Cat,pilot02_10_stac_1338477699,2,325,217,10,58,Assertion,no ,771,Segment,0,0,pilot02_10_asoubeille_1359110671078,Question_answer_pair
994,Thomas,Other,66,pilot02,Cat,pilot02_10_stac_1338477700,2,325,223,10,58,Assertion,sorry,771,Segment,0,0,pilot02_10_asoubeille_1359110682078,Comment
995,"william, Cat",Other,66,pilot02,Thomas,pilot02_10_stac_1338487699,2,326,241,10,58,Assertion,kk,772,Segment,0,0,pilot02_10_asoubeille_1359110696734,Acknowledgement
996,"william, Cat",Other,66,pilot02,Thomas,pilot02_10_stac_1338487699,2,326,241,10,58,Assertion,kk,772,Segment,0,0,pilot02_10_asoubeille_1359110708046,Acknowledgement
997,Thomas,Other,67,pilot02,william,pilot02_10_stac_1338517699,2,329,274,10,59,Assertion,theres your wood,773,Segment,0,0,0,0
998,?,Offer,67,pilot02,william,pilot02_10_stac_1338537699,2,331,314,10,59,Question,does someone need clay?,774,Segment,pilot02_10_asoubeille_1359110914500,EDU,0,0
999,All,Offer,67,pilot02,william,pilot02_10_stac_1338547699,2,332,355,10,59,Request,i will take sheep or ore,775,Segment,pilot02_10_asoubeille_1359110914500,EDU,pilot02_10_asoubeille_1359110742578,Elaboration
1000,william,Counteroffer,67,pilot02,Cat,pilot02_10_stac_1338557699,2,333,384,10,59,Assertion,I can trade wood,776,Segment,pilot02_10_nasher_1384109340753,EDU,0,0
1001,william,Refusal,67,pilot02,Thomas,pilot02_10_stac_1338567699,2,334,404,10,59,Assertion,nope,777,Segment,0,0,pilot02_10_asoubeille_1359110922812,Question_answer_pair
1002,william,Counteroffer,67,pilot02,Cat,pilot02_10_stac_1338577699,2,335,425,10,59,Assertion,for clay,778,Segment,pilot02_10_asoubeille_1359111064484,EDU,0,0
1003,Cat,Accept,67,pilot02,william,pilot02_10_stac_1338587699,2,336,443,10,59,Assertion,k,779,Segment,0,0,pilot02_10_asoubeille_1359111221078,Question_answer_pair
1004,william,Counteroffer,67,pilot02,Cat,pilot02_10_stac_1338597699,2,337,462,10,59,Assertion,or ore,780,Segment,pilot02_10_asoubeille_1359111064484,EDU,pilot02_10_asoubeille_1359111050859,Alternation
1005,All,Offer,68,pilot02,Cat,pilot02_11_stac_1338397702,2,344,37,11,60,Question,would anyone like wheat?,781,Segment,0,0,0,0
1006,Cat,Accept,68,pilot02,Thomas,pilot02_11_stac_1338407702,2,345,63,11,60,Assertion,yes please,782,Segment,0,0,pilot02_11_asoubeille_1359111564890,Question_answer_pair
1007,Thomas,Offer,68,pilot02,Cat,pilot02_11_stac_1338417702,2,346,94,11,60,Request,I need clay or ore,783,Segment,pilot02_11_nasher_1384109726801,EDU,0,0
1008,Cat,Counteroffer,68,pilot02,Thomas,pilot02_11_stac_1338427702,2,347,127,11,60,Assertion,I can give an ore,784,Segment,pilot02_11_nasher_1398875616353,EDU,0,0
1009,Cat,Counteroffer,68,pilot02,Thomas,pilot02_11_stac_1338437702,2,348,152,11,60,Assertion,or a clay,785,Segment,pilot02_11_nasher_1398875616353,EDU,pilot02_11_asoubeille_1359111597187,Alternation
1010,Thomas,Offer,68,pilot02,Cat,pilot02_11_stac_1338447702,2,349,176,11,60,Assertion,or a sheep!,786,Segment,pilot02_11_nasher_1384109726801,EDU,pilot02_11_asoubeille_1359111616281,Alternation
1011,Cat,Refusal,68,pilot02,Thomas,pilot02_11_stac_1338457702,2,350,205,11,60,Assertion,impossible...,787,Segment,0,0,pilot02_11_asoubeille_1359111630734,Question_answer_pair
1012,Thomas,Offer,68,pilot02,Cat,pilot02_11_stac_1338467702,2,351,235,11,60,Assertion,let's do the clay,788,Segment,0,0,pilot02_11_asoubeille_1359111648140,Result
1013,Thomas,Offer,68,pilot02,Cat,pilot02_11_stac_1338467702,2,351,235,11,60,Assertion,let's do the clay,788,Segment,0,0,pilot02_11_nasher_1384110156158,Result
1014,Cat,Accept,68,pilot02,Thomas,pilot02_11_stac_1338477702,2,352,252,11,60,Assertion,k,789,Segment,0,0,pilot02_11_asoubeille_1359111657609,Acknowledgement
1015,Thomas,Offer,68,pilot02,Cat,pilot02_11_stac_1338507702,2,355,305,11,60,Question,would you like one more what for an ore?,790,Segment,0,0,pilot02_11_asoubeille_1359111722031,Continuation
1016,Cat,Counteroffer,68,pilot02,Thomas,pilot02_11_stac_1338517702,2,356,336,11,60,Question,one more wheat?,791,Segment,0,0,pilot02_11_asoubeille_1359111682453,Q_Elab
1017,Thomas,Accept,68,pilot02,Cat,pilot02_11_stac_1338527702,2,357,358,11,60,Assertion,one wheat,792,Segment,0,0,pilot02_11_asoubeille_1359111692671,Question_answer_pair
1018,Cat,Accept,68,pilot02,Thomas,pilot02_11_stac_1338537702,2,358,376,11,60,Assertion,kk,793,Segment,0,0,pilot02_11_asoubeille_1359111702468,Acknowledgement
1019,All,Offer,69,pilot02,Cat,pilot02_11_stac_1338627702,2,367,416,11,61,Request,anyone can give me a sheep?,794,Segment,pilot02_11_asoubeille_1359111802125,EDU,0,0
1020,All,Offer,69,pilot02,Cat,pilot02_11_stac_1338637702,2,368,436,11,61,Request,for ore,795,Segment,pilot02_11_asoubeille_1359111802125,EDU,pilot02_11_asoubeille_1359111733671,Elaboration
1021,Cat,Counteroffer,69,pilot02,william,pilot02_11_stac_1338647702,2,369,472,11,61,Assertion,if you give me wood,796,Segment,0,0,pilot02_11_asoubeille_1359111809031,Question_answer_pair
1022,Cat,Refusal,69,pilot02,Thomas,pilot02_11_stac_1338657702,2,370,494,11,61,Assertion,not me,797,Segment,0,0,pilot02_11_asoubeille_1359111823406,Question_answer_pair
1023,william,Offer,69,pilot02,Cat,pilot02_11_stac_1338667702,2,371,519,11,61,Question,for two ore?,798,Segment,0,0,pilot02_11_asoubeille_1359111839718,Q_Elab
